index,event,event_code,time,user,message,category,code
3846,match round one,8,[2:39:04] ,lemmegetanumber,does he really say fuck you up,question,8
3847,match round one,8,[2:39:04] ,beatsbynoelbrown,e hugo,cinfo,5
3848,match round one,8,[2:39:04] ,hilikusss,ganyru looks dope,cdesign,4
3849,match round one,8,[2:39:09] ,sidebysidefgc,thats so good omg,goodp,6
3996,match round one,8,[2:47:46] ,oozzzy,summer character bundle,game,9
3997,match round one,8,[2:47:48] ,beatsbynoelbrown,expect a patch in january,game,9
3998,match round one,8,[2:47:48] ,squalladv,tisnomad actually is gb update,other,10
3999,match round one,8,[2:47:50] ,easxl,bonchan,other,10
4000,match round one,8,[2:47:51] ,laverde,bonchan,other,10
4001,match round one,8,[2:47:51] ,muenshter,bonchan won evo,other,10
4002,match round one,8,[2:47:53] ,roninwoof,problem x i think,other,10
4003,match round one,8,[2:47:55] ,kiboshkaibutsu,g for chrs,other,10
4004,match round one,8,[2:47:57] ,roninwoof,oh,other,10
4005,match round one,8,[2:48:02] ,predacn,bon muthafukin chan,other,10
4006,match round one,8,[2:48:02] ,kiboshkaibutsu,new stage,game,9
4007,match round one,8,[2:48:04] ,muenshter,problem x came in like th,other,10
4008,match round one,8,[2:48:06] ,megatonbeef,infexious won i saw it,other,10
4009,match round one,8,[2:48:08] ,ustinodj,mexicanlew slightly,other,10
4010,match round one,8,[2:48:08] ,robzoobie,wohoo more time with a shitty broken ed nice,other,10
4011,match round one,8,[2:48:14] ,squalladv,the new stage is or k fm,game,9
4012,match round one,8,[2:48:20] ,sidebysidefgc,dont forget to get your free tried at the bison skin,other,10
4013,match round one,8,[2:48:20] ,poorygone,infex won,other,10
4014,match round one,8,[2:48:21] ,easxl,bonchans sagat was looking clean against infexious,other,10
4015,match round one,8,[2:48:21] ,theenygma,sometimes when games patch you redownload files so youre not adding gigs youre dling files you already have,other,10
4016,match round one,8,[2:48:23] ,renpool,she has a slide too,cinfo,5
4017,match round one,8,[2:48:27] ,roninwoof,did bonchan win with sagat,other,10
4018,match round one,8,[2:48:28] ,bunky,k,other,10
4019,match round one,8,[2:48:33] ,muenshter,infex came in rd,other,10
4020,match round one,8,[2:48:33] ,squalladv,thx,other,10
4095,match round one,8,[2:53:00] ,,ghostfromrdstrike he probably does a quick kamehameha to fly up,caction,3
4096,match round one,8,[2:53:00] ,senpai,yes top tier tights,cinfo,5
4097,match round one,8,[2:53:01] ,freakyyyy,smurf vs smurf,game,9
4098,match round one,8,[2:53:03] ,laughswithknives,is it him atpjuntao,question,8
4099,match round one,8,[2:53:05] ,poorygone,honda got abs over his belly,cdesign,4
4100,match round one,8,[2:53:08] ,bananeeftw,umehonda,other,10
4101,match round one,8,[2:53:09] ,ragingmarmot,its that hinda,other,10
4102,match round one,8,[2:53:10] ,freakyyyy,face your sins vesoer,other,10
4103,match round one,8,[2:53:11] ,ghostfromrdstrike,ehh maybe,other,10
4104,match round one,8,[2:53:11] ,zyxwhitewind,same guy that beat you before,comment,2
4105,match round one,8,[2:53:12] ,laughswithknives,its russ,other,10
4106,match round one,8,[2:53:15] ,shinyakimura,this guy made an account just for honda,comment,2
4107,match round one,8,[2:53:16] ,bunky,oh its the smurf from earlier,comment,2
4108,match round one,8,[2:53:16] ,clinnamon,parallel smurf careers remember those fond rookie days from an hour ago,comment,2
4109,match round one,8,[2:53:21] ,sidebysidefgc,it should have been ehaigo umehonda,request,1
4110,match round one,8,[2:53:30] ,bobdobbz,rashidoo have you seen honda slap his ass after fierce or roundhouse,question,8
4111,match round one,8,[2:53:31] ,swiftruina,umehonda,other,10
4112,match round one,8,[2:53:33] ,ghostfromrdstrike,ill take roshi once all the important ones get added to dbfz first,comment,2
4113,match round one,8,[2:53:33] ,laverde,might come back,comment,2
4114,match round one,8,[2:53:48] ,sidebysidefgc,no,badp,7
4150,match round one,8,[2:55:16] ,alexiidx,is this,question,8
4151,match round one,8,[2:55:17] ,empgeneraltsochicken,about to be his th win,comment,2
4152,match round one,8,[2:55:17] ,ghostfromrdstrike,plus why stop supporting dbfz when its only been years,comment,2
4153,match round one,8,[2:55:19] ,kiboshkaibutsu,how plus are those hands,question,8
4154,match round one,8,[2:55:21] ,shinyakimura,honda definitely has robbery with his auto corner vtrigger,cinfo,5
4155,match round one,8,[2:55:21] ,predacn,honda deserves all the love,cinfo,5
4156,match round one,8,[2:55:22] ,aitcho,oh shit,badp,7
4157,match round one,8,[2:55:25] ,freakyyyy,somo,badp,7
4158,match round one,8,[2:55:27] ,aitcho,cross eyed,cdesign,4
4159,match round one,8,[2:55:29] ,sidebysidefgc,oooo he has that spin sweep,caction,3
4160,match round one,8,[2:55:30] ,tokenblackdood,honda the metabreaker,cinfo,5
4161,match round one,8,[2:55:34] ,poorygone,yo he just clapped you shet,caction,3
4162,match round one,8,[2:55:40] ,aitcho,whoa,goodp,6
4163,match round one,8,[2:55:43] ,tomfromtheclouds,blankrack,other,10
4164,match round one,8,[2:55:44] ,theenygma,ghostfromrdstrike i dont know ask marvel infinite,other,10
4165,match round one,8,[2:55:45] ,predacn,put some respect on the ogs name,other,10
4166,match round one,8,[2:55:48] ,izicken,dat stop sign,game,9
4167,match round one,8,[2:55:49] ,lemmegetanumber,he has the neutral hp,cinfo,5
4168,match round one,8,[2:55:56] ,kiboshkaibutsu,ppl catching hands for dayz now,caction,3
4169,match round one,8,[2:55:58] ,lemmegetanumber,neutral jump hp rather,caction,3
4170,match round one,8,[2:56:04] ,beatsbynoelbrown,leg kickin you like his name is anderson silva,caction,3
4171,match round one,8,[2:56:09] ,shinyakimura,his vreversal looks really good,cdesign,4
4172,match round one,8,[2:56:18] ,ghostfromrdstrike,theenygma infinite failed before launch dbfz was a hit the second it was announced,game,9
4173,match round one,8,[2:56:20] ,clinnamon,the lawwww,caction,3
4174,match round one,8,[2:56:22] ,,lame as super tho,caction,3
4175,match round one,8,[2:56:23] ,mrlawyer,how do people like tekken seriously its a shit game and boring as fuck,other,10
4176,match round one,8,[2:56:24] ,bloodwizardd,side switch combo,request,1
4513,match round one,8,[3:12:53] ,theenygma,season,other,10
4514,match round one,8,[3:12:56] ,bzcharkl,season for sc season for tekken,other,10
4515,match round one,8,[3:12:58] ,tokenblackdood,season new mechanics haohmaru and return characters,other,10
4516,match round one,8,[3:13:06] ,ghostfromrdstrike,kof was extremely fun just noone played it,other,10
4517,match round one,8,[3:13:07] ,lionheartrawr,setsuka confirmed for samsho,other,10
4518,match round one,8,[3:13:09] ,laverde,kpf series is so difficult but very rewarding,other,10
4519,match round one,8,[3:13:11] ,countmeowingtonn,im not sure if i should commit to sc im already dog shit at so many fighting games,other,10
4520,match round one,8,[3:13:12] ,dangalfthekrey,sc annoucements were sick af but im not sure about that little cameraangle changing mechanic they added to the game i hope they do away w that cameraangle shit,other,10
4521,match round one,8,[3:13:23] ,laughswithknives,king of oswald,other,10
4522,match round one,8,[3:13:26] ,khalz,when does s for tekken releasewanna check out the new stuff for akum,question,8
4523,match round one,8,[3:13:26] ,zyxwhitewind,so cassandra is season,other,10
4524,match round one,8,[3:13:33] ,roninwoof,start playing samsho stop hatin lol it was so hype at evo,other,10
4525,match round one,8,[3:13:37] ,empgeneraltsochicken,khalz next month,other,10
4617,match round one,8,[3:19:07] ,dangalfthekrey,i swear ratshits the most broken character in this game name one weakness he has ill wait,cinfo,5
4618,match round one,8,[3:19:11] ,lcspacely,i cant find the damn bundle tablehere flipthis,game,9
4619,match round one,8,[3:19:12] ,ustinodj,rashidoo do you wanna do lobbies,other,10
4620,match round one,8,[3:19:16] ,renpool,did u check out poison yet,question,8
4621,match round one,8,[3:19:17] ,kristoffers,i dont wanna imagine honda smashing anyone,cinfo,5
4622,match round one,8,[3:19:22] ,blacque,so is the new stuff fm only,other,10
4623,match round one,8,[3:19:27] ,swiftruina,rashid just needs to knock him down once,request,1
4624,match round one,8,[3:19:29] ,roninwoof,she sounds like cardi bthats new york ha,cdesign,4
4625,match round one,8,[3:19:30] ,beatsbynoelbrown,hes more of a ground and pound kristoffers,cdesign,4
4626,match round one,8,[3:19:31] ,rashidoo,oh that reminds me my ethernet cable broke,other,10
4627,match round one,8,[3:19:32] ,renpool,ducky gets no respect,other,10
4628,match round one,8,[3:19:35] ,megatonbeef,lcspacely not on psn yet,other,10
4629,match round one,8,[3:19:40] ,rashidoo,i have to go get a new one,other,10
4630,match round one,8,[3:19:42] ,mrvicent,lcspacely g oto store on the street fighter v scrol ldown on the dlc and click browse then look for it there,game,9
4631,match round one,8,[3:19:47] ,dangalfthekrey,blacque no u can get the character bundle,game,9
4632,match round one,8,[3:19:47] ,megasizer,ken vs ken,request,1
4633,match round one,8,[3:19:50] ,estarix,oh no we got chris tartarian over here,other,10
4634,match round one,8,[3:19:52] ,ustinodj,rashidoo doesnt matter you cant duck,caction,3
4635,match round one,8,[3:19:59] ,rashidoo,but iz gunna laaag,other,10
4636,match round one,8,[3:19:59] ,blacque,oh didnt see it on the steam let me double checks,other,10
4637,match round one,8,[3:20:02] ,darnellplayer,ken gets no respect due to too many people complaining and whining,cinfo,5
4638,match round one,8,[3:20:04] ,lcspacely,megatonbeef thats tough,other,10
4780,match round one,8,[3:29:11] ,ustinodj,lounge up under ustinodj pass,request,1
4781,match round one,8,[3:29:11] ,sagatatemycornflakes,so how much is the pack,question,8
4782,match round one,8,[3:29:17] ,lordcawfee,my name became a meme overnight,other,10
4783,match round one,8,[3:29:17] ,ghostfromrdstrike,the games that are most likely gonna be ps launch titles is last of us maybe spider man and probably a new ip,game,9
4784,match round one,8,[3:29:18] ,machriphi,putridcheese no shes from final fight but also has flaming kicks,game,9
4785,match round one,8,[3:29:20] ,torasamu,is stage included in bundle,question,8
4786,match round one,8,[3:29:29] ,freakyyyy,no,other,10
4787,match round one,8,[3:29:37] ,torasamu,moron capcom,game,9
4788,match round one,8,[3:29:42] ,laverde,wow,goodp,6
4789,match round one,8,[3:29:45] ,laverde,thats ass,cdesign,4
4790,match round one,8,[3:29:46] ,sak,how much is the bundle,question,8
4791,match round one,8,[3:29:46] ,ghostfromrdstrike,plus ps has backwards compatibility,game,9
4792,match round one,8,[3:29:47] ,kiboshkaibutsu,should get mir in a chat room,other,10
4793,match round one,8,[3:29:52] ,theenygma,you have to buy the stage too oh capcom evofacepalm,game,9
4794,match round one,8,[3:30:09] ,shinyakimura,loool,goodp,6
5250,match round one,8,[4:03:29] ,giefreplays,not the whole game but any pak file that was modified has to be redownloaded entirely,game,9
5251,match round one,8,[4:03:31] ,joiztik,th i think,other,10
5252,match round one,8,[4:03:33] ,nurselee,aug th i think,other,10
5253,match round one,8,[4:03:33] ,machriphi,its because of the way compressed pak files work in unreal engine you need to recompile the files so you have to redownload the game,other,10
5254,match round one,8,[4:03:35] ,damuffinman,aug th,other,10
5255,match round one,8,[4:03:36] ,bunky,aug th,other,10
5256,match round one,8,[4:03:42] ,damuffinman,oh oops,badp,7
5257,match round one,8,[4:03:47] ,kirb,ikingofrogs its part of the patch once its installed it cant be redownloaded i have to reinstall the game again ive already done that,other,10
5258,match round one,8,[4:03:50] ,devsf,baited the mk community now they are forced to watch sfv,other,10
5259,match round one,8,[4:03:53] ,csixtyjam,i do,other,10
5260,match round one,8,[4:03:54] ,thatlnsomniaczack,yup,other,10
5261,match round one,8,[4:03:56] ,raino,ye lol,other,10
5262,match round one,8,[4:03:58] ,aitcho,tf,other,10
5263,match round one,8,[4:04:00] ,csixtyjam,my neighbors bang on my door,other,10
5264,match round one,8,[4:04:06] ,renpool,aug for the season pass owners,other,10
5265,match round one,8,[4:04:08] ,yunggrasshopper,fukiaex lucia is a bootleg sakura,cinfo,5
5266,match round one,8,[4:04:08] ,damuffinman,thatlnsomniaczack damuffderp,other,10
5267,match round one,8,[4:04:20] ,damuffinman,csixtyjam doodbro,other,10
5268,match round one,8,[4:04:20] ,thatlnsomniaczack,damuffinman damuffyoumadbro,other,10
5269,match round one,8,[4:04:22] ,devsf,lobbies,other,10
5270,match round one,8,[4:04:30] ,kingofrogs,kirb do you know if anyone else have the same problem,other,10
5271,match round one,8,[4:04:35] ,cpcp,punoko,other,10
5272,match round one,8,[4:04:40] ,csixtyjam,danhaha damuffinman,other,10
5273,match round one,8,[4:04:41] ,ustinodj,i got you conditioned,other,10
5304,match round one,8,[4:07:22] ,cjgrayson,slip n slide,request,1
5305,match round one,8,[4:07:22] ,blacque,womp,request,1
5306,match round one,8,[4:07:26] ,thatlnsomniaczack,damuffinman poisons swimsuit jesus christ,cdesign,4
5307,match round one,8,[4:07:45] ,damuffinman,thatlnsomniaczack i want to see damuffderp,request,1
5308,match round one,8,[4:07:49] ,wutevadude,v reverse laura,request,1
5309,match round one,8,[4:07:55] ,thatlnsomniaczack,blacque strangeyo,request,1
5310,match round one,8,[4:08:03] ,yunggrasshopper,you were sooo done with her lol,request,1
5311,match round one,8,[4:08:09] ,xavilandro,what character is he fightting against,question,8
5312,match round one,8,[4:08:12] ,cjgrayson,her shoulder is ob,cdesign,4
5313,match round one,8,[4:08:19] ,machriphi,damuffinman your emote code is damuff,other,10
5350,match round one,8,[4:11:18] ,thatlnsomniaczack,damuffinman,other,10
5351,match round one,8,[4:11:25] ,yunggrasshopper,honda finally,request,1
5352,match round one,8,[4:11:30] ,robzoobie,im quite sure you can slide his wheelkick since hes grounden even tho it looks like he would be airborne,request,1
5353,match round one,8,[4:11:34] ,easxl,what do you think about poison so far that clip looks nasty,question,8
5354,match round one,8,[4:11:45] ,galexylo,yolo hondas,other,10
5355,match round one,8,[4:11:51] ,coffeethat,hey sorry if someone already asked this but are you going to try out honda at any point,question,8
5356,match round one,8,[4:11:58] ,giefreplays,lol,goodp,6
5635,match round one,8,[4:36:00] ,empgeneraltsochicken,capcom wont be making any fighting games for a long time lol capcom makes all their money from monster hunter resident evil and dmc,game,9
5636,match round one,8,[4:36:29] ,thexiiking,stop talking like you work for capcom and speak to capcom higher ups empgeneraltsochicken,game,9
5637,match round one,8,[4:36:30] ,damuffinman,yea but they put the mon hun guy in charge of fighting games now so they obviously have plans empgeneraltsochicken,game,9
5638,match round one,8,[4:36:34] ,lurknazmonster,that fang skinewww,caction,3
5639,match round one,8,[4:36:43] ,itsakili,capcom might make a monster hunter d fighter pamasip,game,9
5640,match round one,8,[4:36:44] ,metalxoath,o thats just fang in general,caction,3
5641,match round one,8,[4:36:46] ,metalxoath,ewww,badp,7
5642,match round one,8,[4:36:52] ,gailardiagalan,damuffinman i would love to see another mvc game but honestly both of them need to get their head out of their asses they made a game it was disliked and then they dropped it no support nothing no changes nothing that is fucked up,game,9
5643,match round one,8,[4:36:53] ,varodor,super sfv for ps,game,9
5680,match round one,8,[4:39:59] ,empgeneraltsochicken,damuffinman,other,10
5681,match round one,8,[4:40:00] ,itsakili,e basically didnt happen this year maxlol,other,10
5682,match round one,8,[4:40:01] ,giefreplays,im going to go ahead and not panic because of a schedule set by some guy in twitch chat,other,10
5683,match round one,8,[4:40:07] ,varodor,look like where no more these no season kage the only one,game,9
5684,match round one,8,[4:40:23] ,lordmargarita,voitr yes,other,10
5685,match round one,8,[4:40:28] ,wutevadude,dont poison have a command,question,8
5686,match round one,8,[4:40:31] ,freakyyyy,guys wtf is wrong with ehonda trials,question,8
5687,match round one,8,[4:40:44] ,naughtyjuri,machriphi esports doesnt sell games just help the tournament scene thats it really dont want all capcom games going esports,game,9
5688,match round one,8,[4:40:48] ,yunggrasshopper,even on lower level fang is annoying lol,other,10
5689,match round one,8,[4:40:50] ,voitr,lordmargarita thank you,other,10
5690,match round one,8,[4:40:55] ,ragingmarmot,d,other,10
5890,match round one,8,[4:53:28] ,varodor,all new chars is top,game,9
5891,match round one,8,[4:53:28] ,exgleipnir,machipri witness the process of tier whoing,game,9
5892,match round one,8,[4:53:33] ,shinzo,wait i should only play string characters oh my god ive wasted years playing juri,game,9
5893,match round one,8,[4:53:34] ,thexiiking,goodpart must be sad to only care if a character is s tier and not if you actually enjoy playing as them faults and all,game,9
5894,match round one,8,[4:53:35] ,goodpart,machriphi no but they gutted poisons gameplay and she plays nothing like she used to,game,9
5895,match round one,8,[4:53:36] ,accureye,i personally like poison but i need to work on keeping pressure when the situation calls for it,game,9
5896,match round one,8,[4:53:37] ,wutevadude,everytime i play alex on my bronz errr platinum badge ppl hardly rematch,game,9
5897,match round one,8,[4:53:39] ,easxl,honestly with characters like laura and zangief making top at evo i think its more important to just play who you like,game,9
5898,match round one,8,[4:53:41] ,machriphi,goodpart whats it matter if theyre strong if youre an online scrub,game,9
5899,match round one,8,[4:53:41] ,itsakili,i kids like her super ice and quick,caction,3
5900,match round one,8,[4:53:41] ,alcampy,lucia got some on the stun and damage seems decent,cinfo,5
5901,match round one,8,[4:53:41] ,meelosh,meelosh is new here say hello heyguys,other,10
5902,match round one,8,[4:53:49] ,rashidoo,did u do her trials ustin,question,8
5903,match round one,8,[4:53:54] ,ustinodj,most of em,other,10
5904,match round one,8,[4:54:02] ,exgleipnir,wait until tiers become irrelevant lol that is if they give cas and v triggers,game,9
5905,match round one,8,[4:54:04] ,rashidoo,reee,other,10
6058,match round one,8,[5:05:03] ,kumikones,thanks,other,10
6059,match round one,8,[5:05:07] ,exgleipnir,no probs,other,10
6060,match round one,8,[5:05:19] ,fulgear,how do you buy the character will all their outfits,question,8
6061,match round one,8,[5:05:29] ,strongestwoman,nostalgia costume for lucia is best she even has the terry bogard colors,cinfo,5
6062,match round one,8,[5:05:30] ,xjerow,i hope cviper comes next,request,1
6063,match round one,8,[5:05:31] ,fulgear,so the new dlc ones,other,10
