index,event,event_code,time,user,message,category,code
2396,match round two,9,[1:37:19] ,fighterinthestreet,will you playbpoison,request,1
2397,match round two,9,[1:37:20] ,dangalfthekrey,she has good corner carry shes like a mix of kensakuraratshit,cinfo,5
2398,match round two,9,[1:37:22] ,ninodiablo,fireballs give a lot of lockdown optiobs,cinfo,5
2399,match round two,9,[1:37:22] ,slylataupe,honda honda plzzz,request,1
2400,match round two,9,[1:37:26] ,poorygone,better fireball than kage,cinfo,5
2401,match round two,9,[1:37:26] ,snowfarmer,honda is fun,cinfo,5
2402,match round two,9,[1:37:27] ,ninodiablo,options,request,1
2403,match round two,9,[1:37:29] ,awoo,how is her vskill,question,8
2404,match round two,9,[1:37:30] ,daveski,yeah it is,other,10
2405,match round two,9,[1:37:31] ,taurusmagnus,she looks hella fun poison too,cdesign,4
2406,match round two,9,[1:37:33] ,spookyleonnueve,wack honda good they couldve picked better characters,game,9
2407,match round two,9,[1:37:36] ,daveski,im actually surprised by honda,cinfo,5
2408,match round two,9,[1:37:36] ,staycookin,anybody have a link for the psn bundle,game,9
2409,match round two,9,[1:37:42] ,yamsandjams,sin tech,other,10
2410,match round two,9,[1:37:44] ,ninodiablo,standing idle animation is weird,cdesign,4
2411,match round two,9,[1:37:44] ,countmeowingtonn,za warudo,other,10
2412,match round two,9,[1:37:49] ,valeriobr,otrust only smurfs todayplease mau,other,10
2413,match round two,9,[1:37:51] ,clinnamon,activated his stand,other,10
2414,match round two,9,[1:37:53] ,fyzx,magicjerryfresh sako gonna have a ball with her for sure,cinfo,5
2415,match round two,9,[1:37:55] ,jaynines,is bundle out on psn,game,9
2416,match round two,9,[1:37:59] ,redpotato,mario fireball,request,1
2417,match round two,9,[1:38:00] ,someguyzero,nonvt necalli,other,10
2465,match round two,9,[1:39:52] ,snowfarmer,he is no unga at all,cinfo,5
2466,match round two,9,[1:39:52] ,fyzx,shoulder combos from heavies and you can link a crlp after it,request,1
2467,match round two,9,[1:39:54] ,poorygone,they thought it was funny,other,10
2468,match round two,9,[1:39:55] ,raino,hes unga,other,10
2469,match round two,9,[1:39:57] ,raino,and hes bunga,other,10
2470,match round two,9,[1:39:58] ,lalilulelolz,only good thing about necalli is his theme,cdesign,4
2471,match round two,9,[1:40:04] ,daveski,i like how the water splashes at their feet,cdesign,4
2472,match round two,9,[1:40:12] ,cryojazz,compared to top tiers in s necalli is honest,cinfo,5
2473,match round two,9,[1:40:13] ,someguyzero,should have been bonchan vs machabo gf,other,10
2474,match round two,9,[1:40:17] ,topgunlt,epic paid valve employee to do the leak they are taking this opportunity to embarass steam,other,10
2475,match round two,9,[1:40:21] ,themrheadache,necalli is the most basic character in the game hes just really solid which means hes good and people whine and cry over any character thats better than theirs,cinfo,5
2476,match round two,9,[1:40:23] ,hulkbusterv,hes a jobber too,other,10
2477,match round two,9,[1:40:30] ,swiftruina,necalli is just lame and the story mode solidified that i dont see him coming back in the future,cinfo,5
2478,match round two,9,[1:40:37] ,ninodiablo,her fireballs and kick specials are good,cdesign,4
2479,match round two,9,[1:40:38] ,countmeowingtonn,i think poison is gonna get picked up by someone shes got some good shit,cinfo,5
2480,match round two,9,[1:40:41] ,crypticrumpet,unfortunate drop,other,10
2481,match round two,9,[1:40:41] ,lalilulelolz,isnt lucia like the third character to have that exact same heavy kick animation,question,8
2574,match round two,9,[1:44:49] ,cryojazz,everyone came through with the announcements but capcom,game,9
2575,match round two,9,[1:44:52] ,sonicsupremacy,crypticrumpet its okay but low tiers are really hurting tbh,game,9
2576,match round two,9,[1:44:53] ,metalxoath,bobdobbz oh sweet thanks,other,10
2577,match round two,9,[1:44:54] ,crypticrumpet,karin isnt even op shes just incredibly solid,cinfo,5
2578,match round two,9,[1:44:55] ,ensanesane,he just stood there lol,caction,3
2579,match round two,9,[1:44:55] ,someguyzero,i bet phenom picked up karin because he kept getting bodied by punk punk scarred him for life,comment,2
2580,match round two,9,[1:44:55] ,kristoffers,you gone through lucias story mode already,question,8
2581,match round two,9,[1:45:00] ,acekings,why does she talk like that where is she from,question,8
2582,match round two,9,[1:45:02] ,lalilulelolz,all i want for juri is just few plus frames please,request,1
2583,match round two,9,[1:45:03] ,snowfarmer,karin needs buffs she actually requires slight execution,cinfo,5
2584,match round two,9,[1:45:05] ,murkado,so boys where does lucia fall on the sf thiccness tier list,question,8
2585,match round two,9,[1:45:06] ,kirb,i didnt watch tekken and smash bros was it hype,other,10
2586,match round two,9,[1:45:07] ,megatonbeef,gave up,caction,3
2587,match round two,9,[1:45:07] ,ssjsoujiro,stage looks great but does it do the thing at match end tho,game,9
2588,match round two,9,[1:45:07] ,shredmaster,he afk tpfufun tpfufun tpfufun,other,10
2589,match round two,9,[1:45:08] ,roninwoof,they announced there would be an announcement in nov seriously,game,9
2590,match round two,9,[1:45:09] ,shinzo,evo annoyed me when infexious went vt vs big bird and the james chen with the other guy couldnt understand why he would use it because its a bad vt it was obvious it was there as a way to escape corner pressure opf rashid because it side swaps,game,9
2591,match round two,9,[1:45:09] ,thedarkfenix,i see guess rip for ryu,game,9
2592,match round two,9,[1:45:10] ,taskanawa,lol,goodp,6
2593,match round two,9,[1:45:12] ,theenygma,technically mk didnt have shit either,other,10
2594,match round two,9,[1:45:12] ,taken,sunflower akuma d,request,1
2595,match round two,9,[1:45:17] ,renevbz,bet capcom wishes they stuck with ps steam ruined evo,game,9
2596,match round two,9,[1:45:17] ,ssjsoujiro,haha it does nice,goodp,6
2597,match round two,9,[1:45:23] ,hurked,tekken was for sure,other,10
2666,match round two,9,[1:48:10] ,ensanesane,actual bronze cody cause no vskill aa,game,9
2667,match round two,9,[1:48:10] ,rorboy,edi e before haggar,other,10
2668,match round two,9,[1:48:17] ,chronodragon,cody vt,request,1
2669,match round two,9,[1:48:19] ,someguyzero,shinzo no but everyone was talking about it after,other,10
2670,match round two,9,[1:48:27] ,hayates,her shimmy game is od i love her,cdesign,4
2671,match round two,9,[1:48:28] ,poorygone,metalxoath people are looking into it but soo far no balance change,other,10
2672,match round two,9,[1:48:28] ,heaveniydemon,shinzo i was dying when that happen lol,other,10
2673,match round two,9,[1:48:31] ,joskyboi,vskill aa isnt this great,other,10
2749,match round two,9,[1:50:58] ,roninwoof,game,game,9
2750,match round two,9,[1:50:59] ,andynigma,she can slide fireballs already something bad against ken,caction,3
2751,match round two,9,[1:51:01] ,topgunlt,riot did say they were gonna announce something later this year probably at this years lol world championship,game,9
2752,match round two,9,[1:51:01] ,kiboshkaibutsu,how plus is tht m punch,question,8
2753,match round two,9,[1:51:09] ,themrheadache,her ex qcb does the same damage as her medium and less than her heavy,cinfo,5
2754,match round two,9,[1:51:09] ,thablackoshin,that mp is a bully button,comment,2
2755,match round two,9,[1:51:15] ,domadormilagroso,kof for ps or next gen,other,10
2756,match round two,9,[1:51:16] ,almightygod,eltaninz i think it would be a lol fighter,game,9
2757,match round two,9,[1:51:19] ,azurewotan,appearently league fighting game was trademarked,game,9
2758,match round two,9,[1:51:22] ,thebananatreeboa,oro wont be as cool without kurodaunblockable setups,cinfo,5
2759,match round two,9,[1:51:26] ,swiftruina,and its right rip,other,10
2760,match round two,9,[1:51:30] ,micksinjer,wtf,badp,7
2761,match round two,9,[1:51:37] ,megatonbeef,domadormilagroso develpopment just started so next gen,other,10
2762,match round two,9,[1:51:40] ,almightygod,bruh lee sin in a fighting game would be sick,game,9
2763,match round two,9,[1:51:41] ,zyxwhitewind,what ashe would be a zoner,question,8
2764,match round two,9,[1:51:46] ,micksinjer,damn that looks annoying,badp,7
2765,match round two,9,[1:51:47] ,lcspacely,i dont see the bundles is it because im on the west coast,game,9
2766,match round two,9,[1:51:47] ,cryojazz,why would ashe be a rushdown and not zoner,question,8
2767,match round two,9,[1:51:49] ,themegaguy,robot characters,cdesign,4
2768,match round two,9,[1:51:53] ,zyxwhitewind,bram is the grappler,cinfo,5
2769,match round two,9,[1:52:00] ,drarkain,i remember a fucking long time ago we talked about it i have an feeling that they will make an smash style fg,other,10
2770,match round two,9,[1:52:00] ,leafretv,rushdown with a bow,request,1
2771,match round two,9,[1:52:01] ,kiboshkaibutsu,probably do stun combos with tth fireball,request,1
2772,match round two,9,[1:52:02] ,ssjsoujiro,make new characters no no no better use assists that they have already imo,game,9
2773,match round two,9,[1:52:03] ,crypticrumpet,does lucia have a f or f,question,8
2774,match round two,9,[1:52:05] ,yamsandjams,lol wtf,badp,7
2775,match round two,9,[1:52:08] ,yamsandjams,gimme a break,badp,7
2776,match round two,9,[1:52:09] ,pipiripau,i was woundering i just got out of work but does anybody know if there was any announcements on a new update on the sf,game,9
2777,match round two,9,[1:52:10] ,almightygod,blizcrack would be a robot fighter,cinfo,5
2778,match round two,9,[1:52:10] ,eltaninz,almightygod personally i hope thats the case i really like lol characters but i could never dig the game itself,game,9
2779,match round two,9,[1:52:10] ,ensanesane,damn that slide is fast,goodp,6
2780,match round two,9,[1:52:11] ,serow,kof probably for both their financial report said they are planning for release,game,9
2781,match round two,9,[1:52:13] ,kumaoso,hahahah,goodp,6
2782,match round two,9,[1:52:13] ,poorygone,that fireball lmao,goodp,6
2783,match round two,9,[1:52:15] ,taken,xd,goodp,6
2847,match round two,9,[1:53:54] ,shinobiaj,ah yes tatsu the best move in the game,game,9
2848,match round two,9,[1:53:55] ,valeriobr,lucia soccer player,cinfo,5
2849,match round two,9,[1:53:58] ,ssjsoujiro,poor ryu,cinfo,5
2850,match round two,9,[1:53:59] ,ghostfromrdstrike,after sfxt im good off gens ghostfthinking,other,10
2851,match round two,9,[1:54:00] ,darnellplayer,lab it,goodp,6
2852,match round two,9,[1:54:04] ,vampirekoala,bully,game,9
2853,match round two,9,[1:54:04] ,chronodragon,ryu getting bullied head,cinfo,5
2854,match round two,9,[1:54:08] ,slooowdown,does the fireball build meter crazy like k,question,8
2855,match round two,9,[1:54:12] ,rorboy,shes a cawp,cinfo,5
2856,match round two,9,[1:54:15] ,drarkain,battlebrn yeah most of my friends that play moba only like smash the other fg they play mashing really hard haha,game,9
2857,match round two,9,[1:54:15] ,kiboshkaibutsu,httpsclipstwitchtvsleepybumblingnoodledogface,other,10
2858,match round two,9,[1:54:16] ,crypticrumpet,oh does she get like a cooldown on her fireball,question,8
2859,match round two,9,[1:54:22] ,someguyzero,id like to see how the fireball work against sagats fireball,request,1
2860,match round two,9,[1:54:23] ,josdean,lucia fireball reminds me rashids bullshit tornado,cdesign,4
2861,match round two,9,[1:54:26] ,blackcraftfgc,how can i get more fight money,question,8
2862,match round two,9,[1:54:27] ,bobdobbz,from bawston,other,10
2863,match round two,9,[1:54:36] ,bobdobbz,i love her accent,cdesign,4
2864,match round two,9,[1:54:37] ,afroshouji,and she has a good tatsu,cdesign,4
2865,match round two,9,[1:54:37] ,countmeowingtonn,i like how she tries to put the fire out on her foot after using fireballs,caction,3
2866,match round two,9,[1:54:42] ,kirb,riot game gonna have one for normals then buttons for special moves then one button for super move,game,9
2867,match round two,9,[1:54:42] ,battlebrn,theres lots of us who play mobas and fighting games but in general i doubt they care about them unless its smash,game,9
2915,match round two,9,[1:57:34] ,megatonbeef,did infexous sell his emotions for skills that man did not emote,game,9
2916,match round two,9,[1:57:37] ,horseapples,i hope the new gg has baiken from the start this time and not weird stupid characters like bedman,game,9
2917,match round two,9,[1:57:39] ,shawnu,you hated lucia how is she now,question,8
2918,match round two,9,[1:57:46] ,ghostfromrdstrike,between now and my bank account is fucked,other,10
2919,match round two,9,[1:57:47] ,serow,black dudes with dreadlocks lol,cdesign,4
2920,match round two,9,[1:57:49] ,alphabee,sonicnerd you mean leroy jenkins,other,10
2921,match round two,9,[1:58:00] ,kiboshkaibutsu,whats her v skill,question,8
2922,match round two,9,[1:58:00] ,someguyzero,megatonbeef thats why signed him,other,10
2923,match round two,9,[1:58:02] ,rorboy,big black wang,cdesign,4
2924,match round two,9,[1:58:02] ,euury,so is that mcdonalds lucia,other,10
2925,match round two,9,[1:58:05] ,jar,the only good thing about gg trailer is the stage transitions the game looks exactly like the previous one,game,9
2926,match round two,9,[1:58:16] ,horseapples,is infexious the miles morales to daigos peter parker,other,10
2927,match round two,9,[1:58:17] ,ghostfromrdstrike,not really,other,10
2928,match round two,9,[1:58:25] ,poorygone,euury lmao now i cannot unsee that,other,10
2929,match round two,9,[1:58:27] ,ghostfromrdstrike,graphics wise it looks different,other,10
2930,match round two,9,[1:58:27] ,metalxoath,kiboshkaibutsu its the triple kick into back hand,caction,3
2931,match round two,9,[1:58:29] ,olhaba,looks like the last one someone that hasnt played xrd rev,comment,2
2932,match round two,9,[1:58:31] ,horseapples,now that is a year old drunk,comment,2
2933,match round two,9,[1:58:32] ,cryojazz,if you dont see the upgrade in graphicsanimation in the new gg you need new eyes,comment,2
2934,match round two,9,[1:58:35] ,azurewotan,for someone who complained about honda not being in why arent you playing him,comment,2
2966,match round two,9,[2:00:25] ,sshomes,punk got washed by abigail,game,9
2967,match round two,9,[2:00:26] ,tigerbloodbeast,metalxoath ohh thanks,other,10
2968,match round two,9,[2:00:31] ,poorygone,goldcarats same with tokido,cinfo,5
2969,match round two,9,[2:00:34] ,someguyzero,big bird played like a madman though,game,9
2970,match round two,9,[2:00:34] ,admiralackbarssnackbar,goldcarats eate by itabash and problem x,other,10
2971,match round two,9,[2:00:40] ,curseshadowx,did rising thunder sell well,question,8
2972,match round two,9,[2:00:42] ,sshomes,he lost to itazan and problem x using abigail,game,9
2973,match round two,9,[2:00:44] ,glovecold,how much are the new characters,question,8
2974,match round two,9,[2:00:46] ,noneedmotivation,the character bundle is already up on steam btw,game,9
2975,match round two,9,[2:00:47] ,someguyzero,bonchan always shut down the madmen in their tracks,game,9
2976,match round two,9,[2:00:54] ,theenygma,i dont follow sfv pro stuff so grand finals i felt like austin powers when he gets unfrozen,game,9
2977,match round two,9,[2:00:55] ,ghostfromrdstrike,arslan ash winning tekken was godlike,other,10
2978,match round two,9,[2:00:55] ,metalxoath,tigerbloodbeast aye no prob im glad she won i wouldnt be here otherwise lol,other,10
2979,match round two,9,[2:00:57] ,cryojazz,gfs was so unga bunga,other,10
2980,match round two,9,[2:00:59] ,fedorabattlemaster,who eliminated punk,question,8
2981,match round two,9,[2:01:00] ,theenygma,be like who are you people,other,10
2982,match round two,9,[2:01:03] ,themegaguy,i saw poongko got blown out in pools,other,10
2983,match round two,9,[2:01:03] ,hulkbusterv,most of the top guys got blown up in the top,other,10
2984,match round two,9,[2:01:07] ,megatonbeef,stckyrick even the announcers where worried hed fall over,other,10
2985,match round two,9,[2:01:13] ,jar,and okubo parrying the snk dude was,other,10
2986,match round two,9,[2:01:13] ,ninjavanish,i loved sfv evo this year,game,9
3054,match round two,9,[2:03:43] ,ghostfromrdstrike,tekken worst top what top was you watching,other,10
3055,match round two,9,[2:03:44] ,kfigueroa,mk is so boring to watch but dragon ball was,other,10
3056,match round two,9,[2:03:48] ,someguyzero,evo was done before smash,other,10
3057,match round two,9,[2:03:48] ,sshomes,i really dont like the look of blockstrings in mk,other,10
3058,match round two,9,[2:03:48] ,darnellplayer,yeah evo is done,game,9
3059,match round two,9,[2:03:49] ,cryojazz,who watched smash,question,8
3060,match round two,9,[2:03:49] ,themrheadache,nah its donezo,other,10
3061,match round two,9,[2:03:52] ,taken,evo is done,game,9
3062,match round two,9,[2:03:52] ,battlebrn,evo was over after tekken,other,10
3063,match round two,9,[2:03:52] ,azurewotan,no announcements for smash,other,10
3064,match round two,9,[2:03:57] ,euury,dbfz was hype as fuck sadly it was on saturday,other,10
3065,match round two,9,[2:03:58] ,metalxoath,poor falke the only character left that doesnt function properly,cinfo,5
3066,match round two,9,[2:03:59] ,tokenblackdood,k for smash,other,10
3067,match round two,9,[2:03:59] ,maxdoem,sup mk needs more grabs,request,1
3068,match round two,9,[2:04:02] ,taken,haha xd,goodp,6
3069,match round two,9,[2:04:02] ,luvmastahchris,smash was sick,other,10
3070,match round two,9,[2:04:04] ,inodmyheadwhenilose,mk was the same tippy top tiers every match it was snooze,other,10
3071,match round two,9,[2:04:05] ,sonicnerd,ghostfromrdstrike i know right lol,other,10
3072,match round two,9,[2:04:07] ,sshomes,james chen telling people to stay was whack,other,10
